customer_id,phone 
1,18732012
2,18732921
3,18733830
4,18734739
5,18735648
6,18736557
7,18737466
8,18738375
9,18739284
10,18740193
11,18741102
12,18742011
13,18742920
14,18743829
15,18744738
16,18745647
17,18746556
18,18747465
19,18748374
20,18749283
21,18750192
22,18751101
23,18752010
24,18752919
25,18753828
26,18754737
27,18755646
28,18756555
29,18757464
30,18758373
31,18759282
32,18760191
33,18761100
34,18762009
35,18762918
36,18763827
37,18764736
38,18765645
39,18766554
40,18767463
41,18768372
42,18769281
43,18770190
44,18771099
45,18772008
46,18772917
47,18773826
48,18774735
49,18775644
50,18776553
51,18777462
52,18778371
53,18779280
54,18780189
55,18781098
56,18782007
57,18782916
58,18783825
59,18784734
60,18785643
61,18786552
62,18787461
63,18788370
64,18789279
65,18790188
66,18791097
67,18792006
68,18792915
69,18793824
70,18794733
71,18795642
72,18796551
73,18797460
74,18798369
75,18799278
76,18800187
77,18801096
78,18802005
79,18802914
80,18803823
81,18804732
82,18805641
83,18806550
84,18807459
85,18808368
86,18809277
87,18810186
88,18811095
89,18812004
90,18812913
91,18813822
92,18814731
93,18815640
94,18816549
95,18817458
96,18818367
97,18819276
98,18820185
99,18821094
100,18822003
101,18822912
102,18823821
103,18824730
104,18825639
105,18826548
106,18827457
107,18828366
108,18829275
109,18830184
110,18831093
111,18832002
112,18832911
113,18833820
114,18834729
115,18835638
116,18836547
117,18837456
118,18838365
119,18839274
120,18840183
121,18841092
122,18842001
123,18842910
124,18843819
125,18844728
126,18845637
127,18846546
128,18847455
129,18848364
130,18849273
131,18850182
132,18851091
133,18852000
134,18852909
135,18853818
136,18854727
137,18855636
138,18856545
139,18857454
140,18858363
141,18859272
142,18860181
143,18861090
144,18861999
145,18862908
146,18863817
147,18864726
148,18865635
149,18866544
150,18867453
151,18868362
152,18869271
153,18870180
154,18871089
155,18871998
156,18872907
157,18873816
158,18874725
159,18875634
160,18876543
161,18877452
162,18878361
163,18879270
164,18880179
165,18881088
166,18881997
167,18882906
168,18883815
169,18884724
170,18885633
171,18886542
172,18887451
173,18888360
174,18889269
175,18890178
176,18891087
177,18891996
178,18892905
179,18893814
180,18894723
181,18895632
182,18896541
183,18897450
184,18898359
185,18899268
186,18900177
187,18901086
188,18901995
189,18902904
190,18903813
191,18904722
192,18905631
193,18906540
194,18907449
195,18908358
196,18909267
197,18910176
198,18911085
199,18911994
200,18912903
201,18913812
202,18914721
203,18915630
204,18916539
205,18917448
206,18918357
207,18919266
208,18920175
209,18921084
210,18921993
211,18922902
212,18923811
213,18924720
214,18925629
215,18926538
216,18927447
217,18928356
218,18929265
219,18930174
220,18931083
221,18931992
222,18932901
223,18933810
224,18934719
225,18935628
226,18936537
227,18937446
228,18938355
229,18939264
230,18940173
231,18941082
232,18941991
233,18942900
234,18943809
235,18944718
236,18945627
237,18946536
238,18947445
239,18948354
240,18949263
241,18950172
242,18951081
243,18951990
244,18952899
245,18953808
246,18954717
247,18955626
248,18956535
249,18957444
250,18958353
251,18959262
252,18960171
253,18961080
254,18961989
255,18962898
256,18963807
257,18964716
258,18965625
259,18966534
260,18967443
261,18968352
262,18969261
263,18970170
264,18971079
265,18971988
266,18972897
267,18973806
268,18974715
269,18975624
270,18976533
271,18977442
272,18978351
273,18979260
274,18980169
275,18981078
276,18981987
277,18982896
278,18983805
279,18984714
280,18985623
281,18986532
282,18987441
283,18988350
284,18989259
285,18990168
286,18991077
287,18991986
288,18992895
289,18993804
290,18994713
291,18995622
292,18996531
293,18997440
294,18998349
295,18999258
296,19000167
297,19001076
298,19001985
299,19002894
300,19003803
301,19004712
302,19005621
303,19006530
304,19007439
305,19008348
306,19009257
307,19010166
308,19011075
309,19011984
310,19012893
311,19013802
312,19014711
313,19015620
314,19016529
315,19017438
316,19018347
317,19019256
318,19020165
319,19021074
320,19021983
321,19022892
322,19023801
323,19024710
324,19025619
325,19026528
326,19027437
327,19028346
328,19029255
329,19030164
330,19031073
331,19031982
332,19032891
333,19033800
334,19034709
335,19035618
336,19036527
337,19037436
338,19038345
339,19039254
340,19040163
341,19041072
342,19041981
343,19042890
344,19043799
345,19044708
346,19045617
347,19046526
348,19047435
349,19048344
350,19049253
351,19050162
352,19051071
353,19051980
354,19052889
355,19053798
356,19054707
357,19055616
358,19056525
359,19057434
360,19058343
361,19059252
362,19060161
363,19061070
364,19061979
365,19062888
366,19063797
367,19064706
368,19065615
369,19066524
370,19067433
371,19068342
372,19069251
373,19070160
374,19071069
375,19071978
376,19072887
377,19073796
378,19074705
379,19075614
380,19076523
381,19077432
382,19078341
383,19079250
384,19080159
385,19081068
386,19081977
387,19082886
388,19083795
389,19084704
390,19085613
391,19086522
392,19087431
393,19088340
394,19089249
395,19090158
396,19091067
397,19091976
398,19092885
399,19093794
400,19094703
401,19095612
402,19096521
403,19097430
404,19098339
405,19099248
406,19100157
407,19101066
408,19101975
409,19102884
410,19103793
411,19104702
412,19105611
413,19106520
414,19107429
415,19108338
416,19109247
417,19110156
418,19111065
419,19111974
420,19112883
421,19113792
422,19114701
423,19115610
424,19116519
425,19117428
426,19118337
427,19119246
428,19120155
429,19121064
430,19121973
431,19122882
432,19123791
433,19124700
434,19125609
435,19126518
436,19127427
437,19128336
438,19129245
439,19130154
440,19131063
441,19131972
442,19132881
443,19133790
444,19134699
445,19135608
446,19136517
447,19137426
448,19138335
449,19139244
450,19140153
451,19141062
452,19141971
453,19142880
454,19143789
455,19144698
456,19145607
457,19146516
458,19147425
459,19148334
460,19149243
461,19150152
462,19151061
463,19151970
464,19152879
465,19153788
466,19154697
467,19155606
468,19156515
469,19157424
470,19158333
471,19159242
472,19160151
473,19161060
474,19161969
475,19162878
476,19163787
477,19164696
478,19165605
479,19166514
480,19167423
481,19168332
482,19169241
483,19170150
484,19171059
485,19171968
486,19172877
487,19173786
488,19174695
489,19175604
490,19176513
491,19177422
492,19178331
493,19179240
494,19180149
495,19181058
496,19181967
497,19182876
498,19183785
499,19184694
500,19185603
501,19186512
502,19187421
503,19188330
504,19189239
505,19190148
506,19191057
507,19191966
508,19192875
509,19193784
510,19194693
511,19195602
512,19196511
513,19197420
514,19198329
515,19199238
516,19200147
517,19201056
518,19201965
519,19202874
520,19203783
521,19204692
522,19205601
523,19206510
524,19207419
525,19208328
526,19209237
527,19210146
528,19211055
529,19211964
530,19212873
531,19213782
532,19214691
533,19215600
534,19216509
535,19217418
536,19218327
537,19219236
538,19220145
539,19221054
540,19221963
541,19222872
542,19223781
543,19224690
544,19225599
545,19226508
546,19227417
547,19228326
548,19229235
549,19230144
550,19231053
551,19231962
552,19232871
553,19233780
554,19234689
555,19235598
556,19236507
557,19237416
558,19238325
559,19239234
560,19240143
561,19241052
562,19241961
563,19242870
564,19243779
565,19244688
566,19245597
567,19246506
568,19247415
569,19248324
570,19249233
571,19250142
572,19251051
573,19251960
574,19252869
575,19253778
576,19254687
577,19255596
578,19256505
579,19257414
580,19258323
581,19259232
582,19260141
583,19261050
584,19261959
585,19262868
586,19263777
587,19264686
588,19265595
589,19266504
590,19267413
591,19268322
592,19269231
593,19270140
594,19271049
595,19271958
596,19272867
597,19273776
598,19274685
599,19275594
600,19276503
601,19277412
602,19278321
603,19279230
604,19280139
605,19281048
606,19281957
607,19282866
608,19283775
609,19284684
610,19285593
611,19286502
612,19287411
613,19288320
614,19289229
615,19290138
616,19291047
617,19291956
618,19292865
619,19293774
620,19294683
621,19295592
622,19296501
623,19297410
624,19298319
625,19299228
626,19300137
627,19301046
628,19301955
629,19302864
630,19303773
631,19304682
632,19305591
633,19306500
634,19307409
635,19308318
636,19309227
637,19310136
638,19311045
639,19311954
640,19312863
641,19313772
642,19314681
643,19315590
644,19316499
645,19317408
646,19318317
647,19319226
648,19320135
649,19321044
650,19321953
651,19322862
652,19323771
653,19324680
654,19325589
655,19326498
656,19327407
657,19328316
658,19329225
659,19330134
660,19331043
661,19331952
662,19332861
663,19333770
664,19334679
665,19335588
666,19336497
667,19337406
668,19338315
669,19339224
670,19340133
671,19341042
672,19341951
673,19342860
674,19343769
675,19344678
676,19345587
677,19346496
678,19347405
679,19348314
680,19349223
681,19350132
682,19351041
683,19351950
684,19352859
685,19353768
686,19354677
687,19355586
688,19356495
689,19357404
690,19358313
691,19359222
692,19360131
693,19361040
694,19361949
695,19362858
696,19363767
697,19364676
698,19365585
699,19366494
700,19367403
701,19368312
702,19369221
703,19370130
704,19371039
705,19371948
706,19372857
707,19373766
708,19374675
709,19375584
710,19376493
711,19377402
712,19378311
713,19379220
714,19380129
715,19381038
716,19381947
717,19382856
718,19383765
719,19384674
720,19385583
721,19386492
722,19387401
723,19388310
724,19389219
725,19390128
726,19391037
727,19391946
728,19392855
729,19393764
730,19394673
731,19395582
732,19396491
733,19397400
734,19398309
735,19399218
736,19400127
737,19401036
738,19401945
739,19402854
740,19403763
741,19404672
742,19405581
743,19406490
744,19407399
745,19408308
746,19409217
747,19410126
748,19411035
749,19411944
750,19412853
751,19413762
752,19414671
753,19415580
754,19416489
755,19417398
756,19418307
757,19419216
758,19420125
759,19421034
760,19421943
761,19422852
762,19423761
763,19424670
764,19425579
765,19426488
766,19427397
767,19428306
768,19429215
769,19430124
770,19431033
771,19431942
772,19432851
773,19433760
774,19434669
775,19435578
776,19436487
777,19437396
778,19438305
779,19439214
780,19440123
781,19441032
782,19441941
783,19442850
784,19443759
785,19444668
786,19445577
787,19446486
788,19447395
789,19448304
790,19449213
791,19450122
792,19451031
793,19451940
794,19452849
795,19453758
796,19454667
797,19455576
798,19456485
799,19457394
800,19458303
801,19459212
802,19460121
803,19461030
804,19461939
805,19462848
806,19463757
807,19464666
808,19465575
809,19466484
810,19467393
811,19468302
812,19469211
813,19470120
814,19471029
815,19471938
816,19472847
817,19473756
818,19474665
819,19475574
820,19476483
821,19477392
822,19478301
823,19479210
824,19480119
825,19481028
826,19481937
827,19482846
828,19483755
829,19484664
830,19485573
831,19486482
832,19487391
833,19488300
834,19489209
835,19490118
836,19491027
837,19491936
838,19492845
839,19493754
840,19494663
841,19495572
842,19496481
843,19497390
844,19498299
845,19499208
846,19500117
847,19501026
848,19501935
849,19502844
850,19503753
851,19504662
852,19505571
853,19506480
854,19507389
855,19508298
856,19509207
857,19510116
858,19511025
859,19511934
860,19512843
861,19513752
862,19514661
863,19515570
864,19516479
865,19517388
866,19518297
867,19519206
868,19520115
869,19521024
870,19521933
871,19522842
872,19523751
873,19524660
874,19525569
875,19526478
876,19527387
877,19528296
878,19529205
879,19530114
880,19531023
881,19531932
882,19532841
883,19533750
884,19534659
885,19535568
886,19536477
887,19537386
888,19538295
889,19539204
890,19540113
891,19541022
892,19541931
893,19542840
894,19543749
895,19544658
896,19545567
897,19546476
898,19547385
899,19548294
900,19549203
901,19550112
902,19551021
903,19551930
904,19552839
905,19553748
906,19554657
907,19555566
908,19556475
909,19557384
910,19558293
911,19559202
912,19560111
913,19561020
914,19561929
915,19562838
916,19563747
917,19564656
918,19565565
919,19566474
920,19567383
921,19568292
922,19569201
923,19570110
924,19571019
925,19571928
926,19572837
927,19573746
928,19574655
929,19575564
930,19576473
931,19577382
932,19578291
933,19579200
934,19580109
935,19581018
936,19581927
937,19582836
938,19583745
939,19584654
940,19585563
941,19586472
942,19587381
943,19588290
944,19589199
945,19590108
946,19591017
947,19591926
948,19592835
949,19593744
950,19594653
951,19595562
952,19596471
953,19597380
954,19598289
955,19599198
956,19600107
957,19601016
958,19601925
959,19602834
960,19603743
961,19604652
962,19605561
963,19606470
964,19607379
965,19608288
966,19609197
967,19610106
968,19611015
969,19611924
970,19612833
971,19613742
972,19614651
973,19615560
974,19616469
975,19617378
976,19618287
977,19619196
978,19620105
979,19621014
980,19621923
981,19622832
982,19623741
983,19624650
984,19625559
985,19626468
986,19627377
987,19628286
988,19629195
989,19630104
990,19631013
991,19631922
992,19632831
993,19633740
994,19634649
995,19635558
996,19636467
997,19637376
998,19638285
999,19639194
1000,19640103
1001,19649122
1002,19658141
1003,19667160
1004,19676179
1005,19685198
1006,19694217
1007,19703236
1008,19712255
1009,19721274
1010,19730293
1011,19739312
1012,19748331
1013,19757350
1014,19766369
1015,19775388
1016,19784407
1017,19793426
1018,19802445
1019,19811464
1020,19820483
1021,19829502
1022,19838521
1023,19847540
1024,19856559
1025,19865578
1026,19874597
1027,19883616
1028,19892635
1029,19901654
1030,19910673
1031,19919692
1032,19928711
1033,19937730
1034,19946749
1035,19955768
1036,19964787
1037,19973806
1038,19982825
1039,19991844
1040,20000863
1041,20009882
1042,20018901
1043,20027920
1044,20036939
1045,20045958
1046,20054977
1047,20063996
1048,20073015
1049,20082034
1050,20091053
1051,20100072
1052,20109091
1053,20118110
1054,20127129
1055,20136148
1056,20145167
1057,20154186
1058,20163205
1059,20172224
1060,20181243
1061,20190262
1062,20199281
1063,20208300
1064,20217319
1065,20226338
1066,20235357
1067,20244376
1068,20253395
1069,20262414
1070,20271433
1071,20280452
1072,20289471
1073,20298490
1074,20307509
1075,20316528
1076,20325547
1077,20334566
1078,20343585
1079,20352604
1080,20361623
1081,20370642
1082,20379661
1083,20388680
1084,20397699
1085,20406718
1086,20415737
1087,20424756
1088,20433775
1089,20442794
1090,20451813
1091,20460832
1092,20469851
1093,20478870
1094,20487889
1095,20496908
1096,20505927
1097,20514946
1098,20523965
1099,20532984
1100,20542003
1101,20551022
1102,20560041
1103,20569060
1104,20578079
1105,20587098
1106,20596117
1107,20605136
1108,20614155
1109,20623174
1110,20632193
1111,20641212
1112,20650231
1113,20659250
1114,20668269
1115,20677288
1116,20686307
1117,20695326
1118,20704345
1119,20713364
1120,20722383
1121,20731402
1122,20740421
1123,20749440
1124,20758459
1125,20767478
1126,20776497
1127,20785516
1128,20794535
1129,20803554
1130,20812573
1131,20821592
1132,20830611
1133,20839630
1134,20848649
1135,20857668
1136,20866687
1137,20875706
1138,20884725
1139,20893744
1140,20902763
1141,20911782
1142,20920801
1143,20929820
1144,20938839
1145,20947858
1146,20956877
1147,20965896
1148,20974915
1149,20983934
1150,20992953
1151,21001972
1152,21010991
1153,21020010
1154,21029029
1155,21038048
1156,21047067
1157,21056086
1158,21065105
1159,21074124
1160,21083143
1161,21092162
1162,21101181
1163,21110200
1164,21119219
1165,21128238
1166,21137257
1167,21146276
1168,21155295
1169,21164314
1170,21173333
1171,21182352
1172,21191371
1173,21200390
1174,21209409
1175,21218428
1176,21227447
1177,21236466
1178,21245485
1179,21254504
1180,21263523
1181,21272542
1182,21281561
1183,21290580
1184,21299599
1185,21308618
1186,21317637
1187,21326656
1188,21335675
1189,21344694
